"player_name","season","draft_year","status"
Sam Cassell,"1999-00","1993",Veteran
Ryan Stack,"1999-00","1998",Veteran
Ryan Bowen,"1999-00","1998",Veteran
Ruben Patterson,"1999-00","1998",Veteran
Roy Rogers,"1999-00","1996",Veteran
Roshown McLeod,"1999-00","1998",Veteran
Ron Mercer,"1999-00","1997",Veteran
Ron Harper,"1999-00","1986",Veteran
Rodrick Rhodes,"1999-00","1997",Veteran
Sam Mitchell,"1999-00","1985",Veteran
Jason Williams,"1999-00","1998",Veteran
Tom Gugliotta,"1999-00","1992",Veteran
Charles Oakley,"1999-00","1985",Veteran
Charles Barkley,"1999-00","1984",Veteran
Cedric Henderson,"1999-00","1997",Veteran
Cedric Ceballos,"1999-00","1990",Veteran
Carlos Rogers,"1999-00","1994",Veteran
Calbert Cheaney,"1999-00","1993",Veteran
Bryon Russell,"1999-00","1993",Veteran
Bryce Drew,"1999-00","1998",Veteran
Bryant Stith,"1999-00","1992",Veteran
Bryant Reeves,"1999-00","1995",Veteran
Bruno Sundov,"1999-00","1998",Veteran
Brian Skinner,"1999-00","1998",Veteran
Brian Shaw,"1999-00","1988",Veteran
Brian Grant,"1999-00","1994",Veteran
Brevin Knight,"1999-00","1997",Veteran
Brent Price,"1999-00","1992",Veteran
Brent Barry,"1999-00","1995",Veteran
Charlie Ward,"1999-00","1994",Veteran
Chauncey Billups,"1999-00","1997",Veteran
Cherokee Parks,"1999-00","1995",Veteran
Cory Alexander,"1999-00","1995",Veteran
Corliss Williamson,"1999-00","1995",Veteran
Corie Blount,"1999-00","1993",Veteran
Corey Benjamin,"1999-00","1998",Veteran
Clifford Robinson,"1999-00","1989",Veteran
Clar. Weatherspoon,"1999-00","1992",Veteran
Chucky Brown,"1999-00","1989",Veteran
Chuck Person,"1999-00","1986",Veteran
Bonzi Wells,"1999-00","1998",Veteran
Christian Laettner,"1999-00","1992",Veteran
Chris Webber,"1999-00","1993",Veteran
Chris Mullin,"1999-00","1985",Veteran
Chris Mills,"1999-00","1993",Veteran
Chris Gatling,"1999-00","1991",Veteran
Chris Dudley,"1999-00","1987",Veteran
Chris Crawford,"1999-00","1997",Veteran
Chris Carr,"1999-00","1995",Veteran
Chris Anstey,"1999-00","1997",Veteran
Chris Whitney,"1999-00","1993",Veteran
Bobby Phills,"1999-00","1991",Veteran
Bobby Jackson,"1999-00","1997",Veteran
Bob Sura,"1999-00","1995",Veteran
Anthony Avent,"1999-00","1991",Veteran
Antawn Jamison,"1999-00","1998",Veteran
Anfernee Hardaway,"1999-00","1993",Veteran
Andrew Lang,"1999-00","1988",Veteran
Andrew DeClercq,"1999-00","1995",Veteran
Andrae Patterson,"1999-00","1998",Veteran
Alvin Williams,"1999-00","1997",Veteran
Alonzo Mourning,"1999-00","1992",Veteran
Anthony Johnson,"1999-00","1997",Veteran
Allen Iverson,"1999-00","1996",Veteran
Alan Henderson,"1999-00","1995",Veteran
Al Harrington,"1999-00","1998",Veteran
Adonal Foyle,"1999-00","1997",Veteran
Adam Keefe,"1999-00","1992",Veteran
Aaron McKie,"1999-00","1994",Veteran
A.C. Green,"1999-00","1985",Veteran
Allan Houston,"1999-00","1993",Veteran
Cuttino Mobley,"1999-00","1998",Veteran
Anthony Mason,"1999-00","1988",Veteran
Anthony Parker,"1999-00","1997",Veteran
Bimbo Coles,"1999-00","1990",Veteran
Billy Owens,"1999-00","1991",Veteran
Bill Wennington,"1999-00","1985",Veteran
Bill Curley,"1999-00","1994",Veteran
Benoit Benjamin,"1999-00","1985",Veteran
Ben Davis,"1999-00","1996",Veteran
B.J. Armstrong,"1999-00","1989",Veteran
Anthony Miller,"1999-00","1994",Veteran
Arvydas Sabonis,"1999-00","1986",Veteran
Armen Gilliam,"1999-00","1987",Veteran
Antonio McDyess,"1999-00","1995",Veteran
Antonio Lang,"1999-00","1994",Veteran
Antonio Davis,"1999-00","1990",Veteran
Antonio Daniels,"1999-00","1997",Veteran
Antoine Walker,"1999-00","1996",Veteran
Antoine Carr,"1999-00","1983",Veteran
Anthony Peeler,"1999-00","1992",Veteran
Austin Croshere,"1999-00","1997",Veteran
Dale Davis,"1999-00","1991",Veteran
Glenn Robinson,"1999-00","1994",Veteran
Glen Rice,"1999-00","1989",Veteran
Gheorghe Muresan,"1999-00","1993",Veteran
George McCloud,"1999-00","1989",Veteran
George Lynch,"1999-00","1993",Veteran
Gary Trent,"1999-00","1995",Veteran
Gary Payton,"1999-00","1990",Veteran
Gary Grant,"1999-00","1988",Veteran
Fred Hoiberg,"1999-00","1995",Veteran
Felton Spencer,"1999-00","1990",Veteran
Felipe Lopez,"1999-00","1998",Veteran
Ervin Johnson,"1999-00","1993",Veteran
Erick Dampier,"1999-00","1996",Veteran
Eric Williams,"1999-00","1995",Veteran
Eric Snow,"1999-00","1995",Veteran
Eric Piatkowski,"1999-00","1994",Veteran
Grant Hill,"1999-00","1994",Veteran
Grant Long,"1999-00","1988",Veteran
Greg Anthony,"1999-00","1991",Veteran
Greg Buckner,"1999-00","1998",Veteran
Dale Ellis,"1999-00","1983",Veteran
Jason Kidd,"1999-00","1994",Veteran
Jason Caffey,"1999-00","1995",Veteran
Jamie Feick,"1999-00","1996",Veteran
Jamal Mashburn,"1999-00","1993",Veteran
Jalen Rose,"1999-00","1994",Veteran
Jahidi White,"1999-00","1998",Veteran
Jacque Vaughn,"1999-00","1997",Veteran
Eric Murdock,"1999-00","1991",Veteran
J.R. Reid,"1999-00","1989",Veteran
Ike Austin,"1999-00","1991",Veteran
Hubert Davis,"1999-00","1992",Veteran
Howard Eisley,"1999-00","1994",Veteran
Horace Grant,"1999-00","1987",Veteran
Hersey Hawkins,"1999-00","1988",Veteran
Haywoode Workman,"1999-00","1989",Veteran
Hakeem Olajuwon,"1999-00","1984",Veteran
Greg Ostertag,"1999-00","1995",Veteran
Greg Foster,"1999-00","1990",Veteran
Isaiah Rider,"1999-00","1993",Veteran
Eric Montross,"1999-00","1994",Veteran
Derek Fisher,"1999-00","1996",Veteran
Derek Anderson,"1999-00","1997",Veteran
Dennis Scott,"1999-00","1990",Veteran
Dennis Rodman,"1999-00","1986",Veteran
Dell Curry,"1999-00","1986",Veteran
Dee Brown,"1999-00","1990",Veteran
Dean Garrett,"1999-00","1988",Veteran
DeMarco Johnson,"1999-00","1998",Veteran
Derek Strong,"1999-00","1990",Veteran
David Wingate,"1999-00","1986",Veteran
David Robinson,"1999-00","1987",Veteran
Danny Manning,"1999-00","1988",Veteran
Danny Fortson,"1999-00","1997",Veteran
Danny Ferry,"1999-00","1989",Veteran
Dana Barros,"1999-00","1989",Veteran
Dan Majerle,"1999-00","1988",Veteran
Damon Stoudamire,"1999-00","1995",Veteran
Derrick Coleman,"1999-00","1990",Veteran
Derrick McKey,"1999-00","1987",Veteran
Elden Campbell,"1999-00","1990",Veteran
Eddie Jones,"1999-00","1994",Veteran
Eldridge Recasner,"1999-00","1992",Veteran
Duane Causwell,"1999-00","1990",Veteran
Elliot Perry,"1999-00","1991",Veteran
Drew Barry,"1999-00","1996",Veteran
Doug West,"1999-00","1989",Veteran
Doug Christie,"1999-00","1992",Veteran
Donyell Marshall,"1999-00","1994",Veteran
Doug Overton,"1999-00","1991",Veteran
Donny Marshall,"1999-00","1995",Veteran
Detlef Schrempf,"1999-00","1985",Veteran
Devin Gray,"1999-00","1995",Veteran
Dikembe Mutombo,"1999-00","1991",Veteran
Dickey Simpkins,"1999-00","1994",Veteran
Dirk Nowitzki,"1999-00","1998",Veteran
Don MacLean,"1999-00","1992",Veteran
Don Reid,"1999-00","1995",Veteran
Derrick Dial,"1999-00","1998",Veteran
Dirk Nowitzki,"1998-99","1998",Rookie
Cory Carr,"1998-99","1998",Rookie
Cuttino Mobley,"1998-99","1998",Rookie
J.R. Henderson,"1998-99","1998",Rookie
Felipe Lopez,"1998-99","1998",Rookie
Corey Benjamin,"1998-99","1998",Rookie
Al Harrington,"1998-99","1998",Rookie
Andrae Patterson,"1998-99","1998",Rookie
Antawn Jamison,"1998-99","1998",Rookie
Bonzi Wells,"1998-99","1998",Rookie
Brian Skinner,"1998-99","1998",Rookie
Bruno Sundov,"1998-99","1998",Rookie
Bryce Drew,"1998-99","1998",Rookie
Casey Shaw,"1998-99","1998",Rookie
Jahidi White,"1998-99","1998",Rookie
Roshown McLeod,"1998-99","1998",Rookie
Ruben Patterson,"1998-99","1998",Rookie
Ryan Stack,"1998-99","1998",Rookie
Sam Jacobson,"1998-99","1998",Rookie
Robert Traylor,"1998-99","1998",Rookie
Sean Marks,"1998-99","1998",Rookie
Pat Garrity,"1998-99","1998",Rookie
Paul Pierce,"1998-99","1998",Rookie
Raef LaFrentz,"1998-99","1998",Rookie
Rasho Nesterovic,"1998-99","1998",Rookie
Ricky Davis,"1998-99","1998",Rookie
Rashard Lewis,"1998-99","1998",Rookie
Tyronn Lue,"1998-99","1998",Rookie
Tyson Wheeler,"1998-99","1998",Rookie
Vladimir Stepania,"1998-99","1998",Rookie
Vince Carter,"1998-99","1998",Rookie
Toby Bailey,"1998-99","1998",Rookie
Shammond Williams,"1998-99","1998",Rookie
Keon Clark,"1998-99","1998",Rookie
Korleone Young,"1998-99","1998",Rookie
Jason Williams,"1998-99","1998",Rookie
Jerome James,"1998-99","1998",Rookie
Jelani McCoy,"1998-99","1998",Rookie
Mike Bibby,"1998-99","1998",Rookie
Michael Olowokandi,"1998-99","1998",Rookie
Michael Doleac,"1998-99","1998",Rookie
Michael Dickerson,"1998-99","1998",Rookie
Matt Harpring,"1998-99","1998",Rookie
Miles Simon,"1998-99","1998",Rookie
Larry Hughes,"1998-99","1998",Rookie
Nazr Mohammed,"1998-99","1998",Rookie
Derek Strong,"1998-99","1990",Veteran
Derrick Coleman,"1998-99","1990",Veteran
Derrick McKey,"1998-99","1987",Veteran
Detlef Schrempf,"1998-99","1985",Veteran
Dickey Simpkins,"1998-99","1994",Veteran
Dikembe Mutombo,"1998-99","1991",Veteran
Derek Harper,"1998-99","1983",Veteran
Doug Overton,"1998-99","1991",Veteran
Don MacLean,"1998-99","1992",Veteran
Don Reid,"1998-99","1995",Veteran
Donyell Marshall,"1998-99","1994",Veteran
Doug Christie,"1998-99","1992",Veteran
Doug West,"1998-99","1989",Veteran
Drew Barry,"1998-99","1996",Veteran
Duane Causwell,"1998-99","1990",Veteran
Dwayne Schintzius,"1998-99","1990",Veteran
Dominique Wilkins,"1998-99","1982",Veteran
Derek Fisher,"1998-99","1996",Veteran
Dennis Scott,"1998-99","1990",Veteran
Ed Gray,"1998-99","1997",Veteran
Dale Davis,"1998-99","1991",Veteran
Dale Ellis,"1998-99","1983",Veteran
Damon Stoudamire,"1998-99","1995",Veteran
Dan Majerle,"1998-99","1988",Veteran
Dan Schayes,"1998-99","1981",Veteran
Dana Barros,"1998-99","1989",Veteran
Danny Ferry,"1998-99","1989",Veteran
Danny Fortson,"1998-99","1997",Veteran
Danny Manning,"1998-99","1988",Veteran
David Robinson,"1998-99","1987",Veteran
David Vaughn,"1998-99","1995",Veteran
David Wingate,"1998-99","1986",Veteran
DeJuan Wheat,"1998-99","1997",Veteran
Dean Garrett,"1998-99","1988",Veteran
Dee Brown,"1998-99","1990",Veteran
Dell Curry,"1998-99","1986",Veteran
Dennis Rodman,"1998-99","1986",Veteran
Derek Anderson,"1998-99","1997",Veteran
Eddie Johnson,"1998-99","1981",Veteran
Elden Campbell,"1998-99","1990",Veteran
Glenn Robinson,"1998-99","1994",Veteran
Grant Hill,"1998-99","1994",Veteran
Grant Long,"1998-99","1988",Veteran
Greg Anthony,"1998-99","1991",Veteran
Greg Foster,"1998-99","1990",Veteran
Greg Minor,"1998-99","1994",Veteran
Greg Ostertag,"1998-99","1995",Veteran
Hakeem Olajuwon,"1998-99","1984",Veteran
Harvey Grant,"1998-99","1988",Veteran
Haywoode Workman,"1998-99","1989",Veteran
Herb Williams,"1998-99","1981",Veteran
Hersey Hawkins,"1998-99","1988",Veteran
Horace Grant,"1998-99","1987",Veteran
Hot Rod Williams,"1998-99","1985",Veteran
Howard Eisley,"1998-99","1994",Veteran
Hubert Davis,"1998-99","1992",Veteran
Ike Austin,"1998-99","1991",Veteran
Isaiah Rider,"1998-99","1993",Veteran
Cory Alexander,"1998-99","1995",Veteran
J.R. Reid,"1998-99","1989",Veteran
Glen Rice,"1998-99","1989",Veteran
Eddie Jones,"1998-99","1994",Veteran
Gheorghe Muresan,"1998-99","1993",Veteran
Eldridge Recasner,"1998-99","1992",Veteran
Elliot Perry,"1998-99","1991",Veteran
Eric Montross,"1998-99","1994",Veteran
Eric Murdock,"1998-99","1991",Veteran
Eric Piatkowski,"1998-99","1994",Veteran
Eric Riley,"1998-99","1993",Veteran
Eric Snow,"1998-99","1995",Veteran
Eric Washington,"1998-99","1997",Veteran
Eric Williams,"1998-99","1995",Veteran
Erick Dampier,"1998-99","1996",Veteran
Ervin Johnson,"1998-99","1993",Veteran
Felton Spencer,"1998-99","1990",Veteran
Fred Hoiberg,"1998-99","1995",Veteran
Gary Grant,"1998-99","1988",Veteran
Gary Payton,"1998-99","1990",Veteran
Gary Trent,"1998-99","1995",Veteran
George Lynch,"1998-99","1993",Veteran
George McCloud,"1998-99","1989",Veteran
Gerald Wilkins,"1998-99","1985",Veteran
Corliss Williamson,"1998-99","1995",Veteran
Billy Owens,"1998-99","1991",Veteran
Antoine Carr,"1998-99","1983",Veteran
Antoine Walker,"1998-99","1996",Veteran
Antonio Daniels,"1998-99","1997",Veteran
Antonio Davis,"1998-99","1990",Veteran
Antonio Lang,"1998-99","1994",Veteran
Antonio McDyess,"1998-99","1995",Veteran
Armen Gilliam,"1998-99","1987",Veteran
Arvydas Sabonis,"1998-99","1986",Veteran
Austin Croshere,"1998-99","1997",Veteran
B.J. Armstrong,"1998-99","1989",Veteran
Ben Davis,"1998-99","1996",Veteran
Benoit Benjamin,"1998-99","1985",Veteran
Bill Curley,"1998-99","1994",Veteran
Bill Wennington,"1998-99","1985",Veteran
Bimbo Coles,"1998-99","1990",Veteran
Bison Dele,"1998-99","1991",Veteran
Blue Edwards,"1998-99","1989",Veteran
Bob Sura,"1998-99","1995",Veteran
Anthony Peeler,"1998-99","1992",Veteran
Bobby Jackson,"1998-99","1997",Veteran
Anthony Parker,"1998-99","1997",Veteran
Anthony Johnson,"1998-99","1997",Veteran
Jacque Vaughn,"1998-99","1997",Veteran
A.C. Green,"1998-99","1985",Veteran
Aaron McKie,"1998-99","1994",Veteran
Adam Keefe,"1998-99","1992",Veteran
Adonal Foyle,"1998-99","1997",Veteran
Adonis Jordan,"1998-99","1993",Veteran
Alan Henderson,"1998-99","1995",Veteran
Allan Houston,"1998-99","1993",Veteran
Allen Iverson,"1998-99","1996",Veteran
Alonzo Mourning,"1998-99","1992",Veteran
Alvin Williams,"1998-99","1997",Veteran
Andrew DeClercq,"1998-99","1995",Veteran
Andrew Lang,"1998-99","1988",Veteran
Anfernee Hardaway,"1998-99","1993",Veteran
Anthony Avent,"1998-99","1991",Veteran
Anthony Miller,"1998-99","1994",Veteran
Bobby Phills,"1998-99","1991",Veteran
Charlie Ward,"1998-99","1994",Veteran
Chauncey Billups,"1998-99","1997",Veteran
Cherokee Parks,"1998-99","1995",Veteran
Chris Anstey,"1998-99","1997",Veteran
Chris Carr,"1998-99","1995",Veteran
Chris Crawford,"1998-99","1997",Veteran
Chris Dudley,"1998-99","1987",Veteran
Chris Gatling,"1998-99","1991",Veteran
Chris King,"1998-99","1992",Veteran
Chris Mills,"1998-99","1993",Veteran
Chris Morris,"1998-99","1988",Veteran
Chris Mullin,"1998-99","1985",Veteran
Chris Webber,"1998-99","1993",Veteran
Chris Whitney,"1998-99","1993",Veteran
Christian Laettner,"1998-99","1992",Veteran
Chuck Person,"1998-99","1986",Veteran
Chucky Brown,"1998-99","1989",Veteran
Clar. Weatherspoon,"1998-99","1992",Veteran
Clifford Robinson,"1998-99","1989",Veteran
Charles Smith,"1998-99","1997",Veteran
Charles Shackleford,"1998-99","1988",Veteran
Charles Oakley,"1998-99","1985",Veteran
Brent Barry,"1998-99","1995",Veteran
Brent Price,"1998-99","1992",Veteran
Brevin Knight,"1998-99","1997",Veteran
Brian Evans,"1998-99","1996",Veteran
Brian Grant,"1998-99","1994",Veteran
Brian Shaw,"1998-99","1988",Veteran
Corie Blount,"1998-99","1993",Veteran
Bryant Reeves,"1998-99","1995",Veteran
Bryon Russell,"1998-99","1993",Veteran
Calbert Cheaney,"1998-99","1993",Veteran
Carl Herrera,"1998-99","1990",Veteran
Carlos Rogers,"1998-99","1994",Veteran
Cedric Ceballos,"1998-99","1990",Veteran
Cedric Henderson,"1998-99","1997",Veteran
Charles Barkley,"1998-99","1984",Veteran
Charles O'Bannon,"1998-99","1997",Veteran
Bryant Stith,"1998-99","1992",Veteran
Kelvin Cato,"1998-99","1997",Veteran
Jamal Mashburn,"1998-99","1993",Veteran
Rod Strickland,"1998-99","1988",Veteran
Rodney Rogers,"1998-99","1993",Veteran
Rodrick Rhodes,"1998-99","1997",Veteran
Ron Harper,"1998-99","1986",Veteran
Ron Mercer,"1998-99","1997",Veteran
Rony Seikaly,"1998-99","1988",Veteran
Sam Cassell,"1998-99","1993",Veteran
Sam Perkins,"1998-99","1984",Veteran
Samaki Walker,"1998-99","1996",Veteran
Scott Burrell,"1998-99","1993",Veteran
Scottie Pippen,"1998-99","1987",Veteran
Sean Elliott,"1998-99","1989",Veteran
Sean Rooks,"1998-99","1992",Veteran
Jalen Rose,"1998-99","1994",Veteran
Shandon Anderson,"1998-99","1996",Veteran
Shaquille O'Neal,"1998-99","1992",Veteran
Shareef Abdur-Rahim,"1998-99","1996",Veteran
Sam Mitchell,"1998-99","1985",Veteran
Shawn Bradley,"1998-99","1993",Veteran
Rik Smits,"1998-99","1988",Veteran
Patrick Ewing,"1998-99","1985",Veteran
Paul Grant,"1998-99","1997",Veteran
Peja Stojakovic,"1998-99","1996",Veteran
Pete Chilcutt,"1998-99","1991",Veteran
Pooh Richardson,"1998-99","1989",Veteran
Popeye Jones,"1998-99","1992",Veteran
Randell Jackson,"1998-99","1999",Veteran
Randy Brown,"1998-99","1991",Veteran
Robert Horry,"1998-99","1992",Veteran
Randy Livingston,"1998-99","1996",Veteran
Rasheed Wallace,"1998-99","1995",Veteran
Ray Allen,"1998-99","1996",Veteran
Reggie Miller,"1998-99","1987",Veteran
Rex Chapman,"1998-99","1988",Veteran
Rex Walters,"1998-99","1993",Veteran
Rick Fox,"1998-99","1991",Veteran
Rick Mahorn,"1998-99","1980",Veteran
P.J. Brown,"1998-99","1992",Veteran
Shawn Kemp,"1998-99","1989",Veteran
Sherman Douglas,"1998-99","1989",Veteran
Tracy Murray,"1998-99","1992",Veteran
Travis Best,"1998-99","1995",Veteran
Travis Knight,"1998-99","1996",Veteran
Tyrone Corbin,"1998-99","1985",Veteran
Tyrone Hill,"1998-99","1990",Veteran
Vernon Maxwell,"1998-99","1988",Veteran
Tracy McGrady,"1998-99","1997",Veteran
Vin Baker,"1998-99","1993",Veteran
Vinny Del Negro,"1998-99","1988",Veteran
Vitaly Potapenko,"1998-99","1996",Veteran
Vlade Divac,"1998-99","1989",Veteran
Voshon Lenard,"1998-99","1994",Veteran
Walt Williams,"1998-99","1992",Veteran
Walter McCarty,"1998-99","1996",Veteran
Wesley Person,"1998-99","1994",Veteran
Will Perdue,"1998-99","1988",Veteran
Willie Burton,"1998-99","1990",Veteran
Zydrunas Ilgauskas,"1998-99","1996",Veteran
Shawn Respert,"1998-99","1995",Veteran
Tony Massenburg,"1998-99","1990",Veteran
Tony Battie,"1998-99","1997",Veteran
Stacey Augmon,"1998-99","1991",Veteran
Stanley Roberts,"1998-99","1991",Veteran
Stephon Marbury,"1998-99","1996",Veteran
Steve Henson,"1998-99","1990",Veteran
Steve Kerr,"1998-99","1988",Veteran
Steve Nash,"1998-99","1996",Veteran
Steven Smith,"1998-99","1991",Veteran
Tariq Abdul-Wahad,"1998-99","1997",Veteran
Terrell Brandon,"1998-99","1991",Veteran
Terry Cummings,"1998-99","1982",Veteran
Tony Delk,"1998-99","1996",Veteran
Terry Dehere,"1998-99","1993",Veteran
Terry Porter,"1998-99","1985",Veteran
Theo Ratliff,"1998-99","1995",Veteran
Thurl Bailey,"1998-99","1983",Veteran
Tim Duncan,"1998-99","1997",Veteran
Tim Hardaway,"1998-99","1989",Veteran
Tim Thomas,"1998-99","1997",Veteran
Todd Fuller,"1998-99","1996",Veteran
Tom Gugliotta,"1998-99","1992",Veteran
Tom Hammonds,"1998-99","1989",Veteran
Toni Kukoc,"1998-99","1990",Veteran
Terry Mills,"1998-99","1990",Veteran
Otis Thorpe,"1998-99","1984",Veteran
Oliver Miller,"1998-99","1992",Veteran
John Stockton,"1998-99","1984",Veteran
John Thomas,"1998-99","1997",Veteran
John Wallace,"1998-99","1996",Veteran
Johnny Newman,"1998-99","1986",Veteran
Johnny Taylor,"1998-99","1997",Veteran
Jon Barry,"1998-99","1992",Veteran
Jud Buechler,"1998-99","1990",Veteran
Othella Harrington,"1998-99","1996",Veteran
Juwan Howard,"1998-99","1994",Veteran
Karl Malone,"1998-99","1985",Veteran
Keith Booth,"1998-99","1997",Veteran
Keith Van Horn,"1998-99","1997",Veteran
Kendall Gill,"1998-99","1990",Veteran
Kenny Anderson,"1998-99","1991",Veteran
Kerry Kittles,"1998-99","1996",Veteran
Kevin Garnett,"1998-99","1995",Veteran
Kevin Willis,"1998-99","1984",Veteran
Khalid Reeves,"1998-99","1994",Veteran
Kobe Bryant,"1998-99","1996",Veteran
Joe Wolf,"1998-99","1987",Veteran
James Cotton,"1998-99","1997",Veteran
James Robinson,"1998-99","1993",Veteran
Jamie Feick,"1998-99","1996",Veteran
Jamie Watson,"1998-99","1994",Veteran
Jason Caffey,"1998-99","1995",Veteran
Jason Kidd,"1998-99","1994",Veteran
Jason Sasser,"1998-99","1996",Veteran
Jayson Williams,"1998-99","1990",Veteran
Jeff Hornacek,"1998-99","1986",Veteran
Jeff McInnis,"1998-99","1996",Veteran
Jerald Honeycutt,"1998-99","1997",Veteran
Jermaine O'Neal,"1998-99","1996",Veteran
Jerome Kersey,"1998-99","1984",Veteran
Jerome Williams,"1998-99","1996",Veteran
Jerry Stackhouse,"1998-99","1995",Veteran
Jim Jackson,"1998-99","1992",Veteran
Jim McIlvaine,"1998-99","1994",Veteran
Jimmy Oliver,"1998-99","1991",Veteran
Joe Dumars,"1998-99","1985",Veteran
Joe Kleine,"1998-99","1985",Veteran
Joe Smith,"1998-99","1995",Veteran
Kurt Thomas,"1998-99","1995",Veteran
Scot Pollard,"1998-99","1997",Veteran
Lamond Murray,"1998-99","1994",Veteran
Micheal Williams,"1998-99","1988",Veteran
Michael Smith,"1998-99","1994",Veteran
Michael Finley,"1998-99","1995",Veteran
Maurice Taylor,"1998-99","1997",Veteran
Marko Milic,"1998-99","1997",Veteran
Mark West,"1998-99","1983",Veteran
Mark Bryant,"1998-99","1988",Veteran
Mark Pope,"1998-99","1996",Veteran
Mark Macon,"1998-99","1991",Veteran
Mark Jackson,"1998-99","1987",Veteran
Mark Hendrickson,"1998-99","1996",Veteran
Mark Davis,"1998-99","1995",Veteran
LaPhonso Ellis,"1998-99","1992",Veteran
Mitch Richmond,"1998-99","1988",Veteran
Matt Geiger,"1998-99","1992",Veteran
Monty Williams,"1998-99","1994",Veteran
Larry Johnson,"1998-99","1991",Veteran
Latrell Sprewell,"1998-99","1992",Veteran
Lawrence Funderburke,"1998-99","1994",Veteran
Lee Mayberry,"1998-99","1992",Veteran
Lindsey Hunter,"1998-99","1993",Veteran
Litterial Green,"1998-99","1992",Veteran
Lorenzen Wright,"1998-99","1996",Veteran
Loy Vaught,"1998-99","1990",Veteran
Luc Longley,"1998-99","1991",Veteran
Lucious Harris,"1998-99","1993",Veteran
Malik Rose,"1998-99","1996",Veteran
Loren Meyer,"1998-99","1995",Veteran
Nick Anderson,"1998-99","1989",Veteran
Mookie Blaylock,"1998-99","1989",Veteran
